# lons lats depth mag
1.749212189000000137e+02	-3.600667571999999694e+01	5.000000000000000000e+00	2.327728512000000194e+00
1.753138495000000034e+02	-3.605205846999999864e+01	1.015625000000000000e+01	2.546286744000000102e+00
1.749797973999999954e+02	-3.580862807999999831e+01	5.000000000000000000e+00	2.501352883000000027e+00
1.740133820000000071e+02	-3.586880874999999946e+01	5.000000000000000000e+00	2.215852952000000098e+00
1.749506531000000109e+02	-3.580276871000000227e+01	1.200000000000000000e+01	2.868043359000000070e+00
1.750093383999999901e+02	-3.636259460000000132e+01	4.181058407000000088e+00	2.649628034000000021e+00
1.752144164999999987e+02	-3.657612227999999988e+01	3.000000000000000000e+00	2.792605961000000026e+00
1.749601897999999949e+02	-3.584086990000000128e+01	5.000000000000000000e+00	2.131500668999999792e+00
1.749329099999999926e+02	-3.716058000000000305e+01	5.000000000000000000e+00	2.363999999999999879e+00
1.749768981999999937e+02	-3.580876540999999946e+01	5.000000000000000000e+00	3.490074158000000093e+00
1.749889373999999975e+02	-3.581217575000000153e+01	5.000000000000000000e+00	2.681267418000000013e+00
1.750178223000000060e+02	-3.578268813999999765e+01	5.000000000000000000e+00	3.058318662000000021e+00
1.749828033000000005e+02	-3.576223755000000182e+01	5.000000000000000000e+00	2.394146467000000111e+00
1.750087128000000121e+02	-3.572481917999999723e+01	1.200000000000000000e+01	2.211772122999999812e+00
1.749927520999999899e+02	-3.577943419999999719e+01	1.200000000000000000e+01	4.022689375999999761e+00
1.749799500000000023e+02	-3.578659058000000215e+01	5.000000000000000000e+00	2.549178535999999884e+00
1.750070953000000031e+02	-3.580028914999999756e+01	5.000000000000000000e+00	2.830508336999999930e+00
1.749854278999999906e+02	-3.580844497999999732e+01	5.000000000000000000e+00	2.172723594999999897e+00
1.749483794999999873e+02	-3.579531860000000165e+01	1.200000000000000000e+01	4.034009864999999806e+00
1.749602814000000137e+02	-3.578747558999999967e+01	1.200000000000000000e+01	2.520532058000000131e+00
1.749490509000000031e+02	-3.578064346000000029e+01	1.200000000000000000e+01	2.802827370000000151e+00
1.739780599999999993e+02	-3.584590899999999891e+01	7.864933999999999870e+00	2.359148499999999871e+00
1.749657898000000102e+02	-3.582142638999999917e+01	1.200000000000000000e+01	2.662977506999999910e+00
1.749849395999999899e+02	-3.579188537999999653e+01	5.000000000000000000e+00	2.249273467000000082e+00
1.749640502999999967e+02	-3.581110381999999959e+01	5.000000000000000000e+00	2.089041277999999835e+00
1.749521790000000010e+02	-3.578933333999999888e+01	1.200000000000000000e+01	2.349925033999999968e+00
1.749588928000000010e+02	-3.580355071999999694e+01	1.200000000000000000e+01	2.862578716999999884e+00
1.749661407000000111e+02	-3.581725692999999922e+01	1.200000000000000000e+01	2.439991732999999829e+00
1.749912261999999998e+02	-3.581654738999999665e+01	1.200000000000000000e+01	2.319301567000000119e+00
1.749880981000000020e+02	-3.581348038000000145e+01	5.000000000000000000e+00	2.126380102999999799e+00
1.751782684000000074e+02	-3.631300734999999946e+01	5.000000000000000000e+00	2.517867493999999873e+00
1.749802703999999949e+02	-3.582098006999999740e+01	1.200000000000000000e+01	2.265843370999999884e+00
1.749536133000000007e+02	-3.579617690999999979e+01	1.200000000000000000e+01	2.728686632000000056e+00
1.749679413000000068e+02	-3.581358337000000347e+01	1.200000000000000000e+01	2.930751111000000186e+00
1.749656372000000033e+02	-3.580803680000000355e+01	5.000000000000000000e+00	2.508888134000000214e+00
1.749449462999999980e+02	-3.580825806000000000e+01	1.200000000000000000e+01	2.890498761999999999e+00
1.749496613000000025e+02	-3.580683516999999938e+01	5.000000000000000000e+00	2.171428366999999859e+00
1.749955597000000012e+02	-3.578039550999999818e+01	5.000000000000000000e+00	2.184350095000000103e+00
1.749660491999999863e+02	-3.582202911000000256e+01	1.200000000000000000e+01	2.190675590000000117e+00
1.749855651999999964e+02	-3.579893111999999888e+01	1.200000000000000000e+01	2.921310001000000156e+00
1.752239800000000116e+02	-3.698807999999999652e+01	5.000000000000000000e+00	2.825000000000000178e+00
1.751000099999999975e+02	-3.589999999999999858e+01	1.200000000000000000e+01	2.600000000000000089e+00
1.741799900000000036e+02	-3.385999999999999943e+01	1.200000000000000000e+01	5.250000000000000000e+00
1.751000099999999975e+02	-3.589999999999999858e+01	1.200000000000000000e+01	3.000000000000000000e+00
1.750000000000000000e+02	-3.579999999999999716e+01	1.200000000000000000e+01	3.299999999999999822e+00
1.751649299999999982e+02	-3.646891999999999712e+01	5.000000000000000000e+00	2.875999999999999890e+00
1.751554099999999892e+02	-3.643800000000000239e+01	5.000000000000000000e+00	2.910000000000000142e+00
1.752441300000000126e+02	-3.687124000000000024e+01	5.000000000000000000e+00	2.004000000000000004e+00
1.751000099999999975e+02	-3.589999999999999858e+01	1.200000000000000000e+01	3.299999999999999822e+00
1.749831700000000012e+02	-3.671130000000000138e+01	5.000000000000000000e+00	2.717000000000000082e+00
1.750000000000000000e+02	-3.600000000000000000e+01	1.000000000000000000e+02	4.700000000000000178e+00
1.750116899999999873e+02	-3.627125999999999806e+01	1.200000000000000000e+01	2.222999999999999865e+00
1.750394000000000005e+02	-3.624260999999999910e+01	5.000000000000000000e+00	2.999000000000000110e+00
1.751674800000000118e+02	-3.649342000000000041e+01	1.200000000000000000e+01	4.081000000000000405e+00
1.746599999999999966e+02	-3.704999999999999716e+01	1.200000000000000000e+01	4.250000000000000000e+00
1.752299999999999898e+02	-3.690999999999999659e+01	7.000000000000000000e+00	4.065000000000000391e+00
1.751120500000000106e+02	-3.653200999999999965e+01	1.200000000000000000e+01	2.790000000000000036e+00
1.752299999999999898e+02	-3.571000000000000085e+01	1.200000000000000000e+01	3.100000000000000089e+00
1.752299999999999898e+02	-3.571000000000000085e+01	1.200000000000000000e+01	3.399999999999999911e+00
1.752299999999999898e+02	-3.571000000000000085e+01	1.200000000000000000e+01	4.000000000000000000e+00
1.749909499999999980e+02	-3.709257999999999811e+01	5.000000000000000000e+00	2.040999999999999925e+00
1.752500000000000000e+02	-3.585000000000000142e+01	1.200000000000000000e+01	3.600000000000000089e+00
1.752299999999999898e+02	-3.571000000000000085e+01	1.200000000000000000e+01	3.399999999999999911e+00
1.752299999999999898e+02	-3.571000000000000085e+01	1.200000000000000000e+01	3.100000000000000089e+00
1.733200099999999964e+02	-3.729999999999999716e+01	3.300000000000000000e+01	4.000000000000000000e+00
1.748574500000000000e+02	-3.691051000000000215e+01	1.087870000000000026e+01	2.612999999999999989e+00
1.749761200000000088e+02	-3.580189513999999917e+01	1.200000000000000000e+01	3.365549789000000125e+00
1.749657134999999926e+02	-3.579518889999999942e+01	1.200000000000000000e+01	4.148209370000000007e+00
1.751272600000000068e+02	-3.694798999999999722e+01	5.000000000000000000e+00	2.951000000000000068e+00
1.749615935999999863e+02	-3.579854201999999930e+01	1.200000000000000000e+01	2.326897085000000143e+00
1.749611969000000045e+02	-3.579452514999999835e+01	5.000000000000000000e+00	2.127253433999999999e+00
1.751167000000000087e+02	-3.650191999999999837e+01	1.200000000000000000e+01	4.025000000000000355e+00
1.750000000000000000e+02	-3.600000000000000000e+01	3.300000000000000000e+01	3.299999999999999822e+00
1.755000000000000000e+02	-3.600000000000000000e+01	3.300000000000000000e+01	3.399999999999999911e+00
1.751638199999999870e+02	-3.648048000000000002e+01	5.000000000000000000e+00	3.188000000000000167e+00
1.750000000000000000e+02	-3.579999999999999716e+01	1.200000000000000000e+01	3.399999999999999911e+00
1.751000099999999975e+02	-3.589999999999999858e+01	1.200000000000000000e+01	2.700000000000000178e+00
1.756699999999999875e+02	-3.550999999999999801e+01	3.300000000000000000e+01	5.099999999999999645e+00
1.750600000000000023e+02	-3.696999999999999886e+01	1.200000000000000000e+01	3.129000000000000004e+00
1.754799999999999898e+02	-3.525999999999999801e+01	1.200000000000000000e+01	4.299999999999999822e+00
1.741299999999999955e+02	-3.492000000000000171e+01	3.300000000000000000e+01	3.500000000000000000e+00
1.742700000000000102e+02	-3.607999999999999829e+01	1.200000000000000000e+01	3.350000000000000089e+00
1.757100100000000111e+02	-3.592000000000000171e+01	1.200000000000000000e+01	3.174999999999999822e+00
1.755200000000000102e+02	-3.610999999999999943e+01	1.200000000000000000e+01	3.266999999999999904e+00
1.750000000000000000e+02	-3.720000000000000284e+01	1.200000000000000000e+01	2.850000000000000089e+00
1.755000000000000000e+02	-3.650000000000000000e+01	1.200000000000000000e+01	3.000000000000000000e+00
1.735800000000000125e+02	-3.413000000000000256e+01	1.200000000000000000e+01	3.810999999999999943e+00
1.735000000000000000e+02	-3.508001000000000147e+01	1.200000000000000000e+01	4.825000000000000178e+00
1.735020399999999938e+02	-3.507807999999999993e+01	1.200000000000000000e+01	4.360000000000000320e+00
1.738000000000000114e+02	-3.517999999999999972e+01	1.200000000000000000e+01	3.924999999999999822e+00
1.735900000000000034e+02	-3.497999999999999687e+01	1.200000000000000000e+01	3.467000000000000082e+00
1.753600000000000136e+02	-3.690999999999999659e+01	3.300000000000000000e+01	3.927000000000000046e+00
1.751200000000000045e+02	-3.707999999999999829e+01	1.200000000000000000e+01	3.333000000000000185e+00
1.753899999999999864e+02	-3.689999999999999858e+01	1.200000000000000000e+01	3.959999999999999964e+00
1.755600000000000023e+02	-3.664999999999999858e+01	1.200000000000000000e+01	3.970000000000000195e+00
1.749456500000000005e+02	-3.716306000000000154e+01	8.261200000000000543e+00	2.060999999999999943e+00
1.752441599999999937e+02	-3.639233000000000118e+01	5.000000000000000000e+00	2.508999999999999897e+00
1.746165599999999927e+02	-3.707536999999999949e+01	0.000000000000000000e+00	2.200000000000000178e+00
1.748999900000000025e+02	-3.695000000000000284e+01	0.000000000000000000e+00	2.039000000000000146e+00
